date	close
13-Sep-07	200.00
12-Sep-07	200.00
11-Sep-07	200.00
10-Sep-07	200.00
7-Sep-07	200.00
6-Sep-07	200.00
5-Sep-07	200.00
4-Sep-07	200.00
31-Aug-07	200.00
30-Aug-07	200.00
29-Aug-07	200.00
28-Aug-07	200.00
27-Aug-07	200.00
24-Aug-07	200.00
23-Aug-07	200.00
22-Aug-07	200.00
21-Aug-07	200.00
20-Aug-07	200.00
17-Aug-07	200.00
16-Aug-07	200.00
15-Aug-07	200.00
14-Aug-07	200.00
13-Aug-07	200.00
10-Aug-07	200.00
9-Aug-07	200.00
8-Aug-07	200.00
7-Aug-07	200.00
6-Aug-07	200.00
3-Aug-07	200.00
2-Aug-07	200.00
1-Aug-07	200.00
31-Jul-07	200.00
30-Jul-07	200.00
27-Jul-07	200.00
26-Jul-07	200.00
25-Jul-07	200.00
24-Jul-07	200.00
23-Jul-07	200.00
20-Jul-07	200.00
19-Jul-07	200.00
18-Jul-07	200.00
17-Jul-07	200.00
16-Jul-07	200.00
13-Jul-07	200.00
12-Jul-07	200.00
11-Jul-07	200.00
10-Jul-07	200.00
9-Jul-07	200.00
6-Jul-07	200.00
5-Jul-07	200.00
3-Jul-07	200.00
2-Jul-07	200.00
29-Jun-07	200.00
28-Jun-07	200.00
27-Jun-07	200.00
26-Jun-07	200.00
25-Jun-07	200.00
22-Jun-07	200.00
21-Jun-07	200.00
20-Jun-07	200.00
19-Jun-07	200.00
18-Jun-07	200.00
15-Jun-07	200.00
14-Jun-07	200.00
13-Jun-07	200.00
12-Jun-07	200.00
11-Jun-07	200.00
8-Jun-07	200.00
7-Jun-07	200.00
6-Jun-07	200.00
5-Jun-07	200.00
4-Jun-07	200.00
1-Jun-07	200.00
31-May-07	200.00
30-May-07	200.00
29-May-07	200.00
25-May-07	200.00
24-May-07	200.00
23-May-07	200.00
22-May-07	200.00
21-May-07	200.00
18-May-07	200.00
17-May-07	200.00
16-May-07	200.00
15-May-07	200.00
14-May-07	200.00
11-May-07	200.00
10-May-07	200.00
9-May-07	200.00
8-May-07	200.00
7-May-07	200.00
4-May-07	200.00
3-May-07	200.00
2-May-07	200.00
1-May-07	200.00
30-Apr-07	200.00
27-Apr-07	200.00
26-Apr-07	200.00
25-Apr-07	200.00
24-Apr-07	200.00
